Temp,TM,Tm,SLP,H,VS,V,CO,NO2,O3,SO2,PM10,PM25
16.7,25.6,9.3,1017.5,66,1.4,4.4,0.439999998,60.52999878,49.93000031,5.21999979,51.95999908,136
16.9,25.5,10.5,1019.9,65,2.3,5.6,0.25,40.84000015,70.76999664,5.099999905,43.90000153,50.91666667
15.8,24.3,9.7,1019.7,65,2.4,4.6,0.289999992,65.25,41.40999985,13.73999977,42.68999863,117
16.1,24.3,8.3,1017.1,70,1.4,1.9,0.02,16.80999947,76.95999908,8.819999695,38.25,146
15.6,24,8.7,1016,73,1.3,5.9,0,14.42000008,56.58000183,3.380000114,33.52000046,166
17.2,25.5,9.3,1012.8,61,2.4,6.7,0.419999987,60.68000031,46.31000137,15.60000038,45.34000015,120
19.3,28.6,10.6,1009.5,65,2.6,4.3,0.01,32.15999985,66.83000183,3.00999999,41.56999969,137
18.9,28.6,11.2,1012.8,73,0.8,1.5,0.25,52.93000031,58.45000076,5.550000191,43.99000168,197
20.7,27.1,14.6,1013.6,76,1.3,10.4,0.150000006,28.92000008,55.24000168,2.200000048,45.59999847,161
20.7,27.6,16.2,1012.1,78,1.4,5.4,0.140000001,24.29999924,69.12000275,6.510000229,42.02000046,161
21.3,28.9,14.4,1011.5,76,0.8,5,0.100000001,20.02000046,57.61999893,7.070000172,47.15999985,144.1666667
22.9,29.3,17,1012.4,78,1.6,7.6,0.170000002,30.36000061,72.23999786,2.309999943,36.88000107,166
22.8,29.3,18,1013.7,72,1.9,7.2,0.209999993,34.97000122,69.30999756,7.239999771,37.61000061,126
21.9,29.1,15.2,1014.1,69,2.3,11.3,0.200000003,35.13999939,63.34000015,9.710000038,36.25,94
22.2,28.6,16,1013.6,65,1.9,15.7,0.560000002,27.95000076,73.08999634,8.180000305,34.59999847,64
21.6,28.6,16.6,1014.1,77,1.1,3,0.25999999,35.41999817,62.08000183,7.909999847,27.93000031,157
22.9,28.6,15.2,1010.7,75,0.8,5.7,0.170000002,17.09000015,68.54000092,9.529999733,49.09000015,182
23.2,28.6,18.4,1008.5,65,1.4,6.5,0.209999993,47.88999939,30.67000008,19.67000008,61.79000092,133
20,27.6,14.5,1009.8,42,1.9,6.7,0.219999999,38.45999908,59.79000092,7.570000172,41.47000122,69
19.2,27.6,11.1,1013,49,2.6,5.7,0.720000029,89.95999908,21.54000092,7.210000038,62.61999893,79.29166667
21.2,29.2,12.6,1012.9,51,2.6,7,1.080000043,107.0999985,22.06999969,10.77999973,62.70000076,92
17.3,19,15.2,1011,94,1.8,14.8,0.180000007,43.68000031,59.56000137,6.559999943,43.29999924,31.625
17.4,22.1,14.6,1012.6,92,1.9,6.7,0.389999986,59.81000137,40.81999969,5.369999886,40.70000076,20.41666667
16.1,22.1,12.8,1013.8,84,1.8,5.6,0.460000008,65.27999878,42.38000107,9.340000153,54.72000122,61
16.8,23.4,10.7,1014,71,2.1,6.7,0.5,61.29000092,47.43999863,5.309999943,55.31000137,87
18.8,27.1,9.7,1015.6,65,2.6,3.7,0.569999993,77.66999817,46.27999878,6.53000021,53.70000076,95.375
20.2,27.3,14,1016.4,65,2.7,5,0.519999981,92.37999725,22.04999924,11.44999981,49.63999939,81
18.6,27.3,12.5,1014,79,2.6,3.9,0.300000012,44.86000061,51.15999985,8.93999958,39.25999832,49
19.4,27.6,14,1015.2,79,2.3,7.8,0.02,30.01000023,45.22000122,3.410000086,39.75,34
18.1,24.1,13.3,1021.1,60,2.7,12.2,1.039999962,96.18000031,20.62999916,18.70999908,56.08000183,47
17.7,23.6,10,1019.1,73,1.9,8.5,0.140000001,55.20000076,45.43000031,3.359999895,40.34000015,81
18.3,26,12.2,1018.1,73,1.4,6.1,0.720000029,88.01999664,29,5.929999828,55.13000107,111
20.6,28.5,12.5,1017,65,2.1,5.4,0.349999994,58.09000015,36.56000137,2.619999886,62.83000183,133
21.3,28.3,14.2,1014.7,70,1.6,4.1,0.330000013,68.37999725,46.04999924,6.480000019,42.45999908,128
21.6,27.3,15.8,1015.3,71,2.6,7.8,0.349999994,34.31000137,43.47000122,7.110000134,59.06000137,56
17.7,27.3,16,1015.3,92,1.9,11.5,0.319999993,55.02000046,47.09999847,2.309999943,39.75999832,20
20.5,26.6,14.2,1017.5,81,2.6,8.5,0.419999987,70.83000183,37.70999908,7.230000019,42.49000168,34
20.8,26.9,14.5,1015.8,74,2.6,13.1,0.529999971,77.58000183,29.54000092,11.43000031,41.54999924,56
20.3,25.8,14.5,1013.5,74,3.1,12.2,0.720000029,57.29999924,48.56999969,8.260000229,41.93000031,48
21.1,28.3,14,1014.8,69,2.4,5.4,0.469999999,64.16999817,37.47000122,8.420000076,33.40000153,59
22.5,30.2,14.5,1014.8,68,2.6,9.1,0.200000003,27.12999916,58.95000076,9.31000042,47.24000168,83
24.9,31.7,15.8,1014.8,65,2.6,5.9,0.330000013,54.90999985,23.02000046,18.86000061,55.93999863,89
24.9,31.7,18.2,1012,68,2.4,10.2,0.460000008,64.30999756,39.22000122,8.039999962,48.36000061,65
24.8,32.8,19,1010,69,2.7,7.6,1.340000033,113.0999985,13.56000042,9.529999733,86.68000031,58
25.8,34.6,17,1010.2,67,2.6,1.5,1.49000001,112.9000015,17.02000046,12.31999969,85.19999695,67
26.8,35.1,18.5,1011.7,68,2.3,2.6,0.270000011,54.08000183,45.86000061,6.630000114,61.99000168,101
28.6,36.5,20.3,1012.4,59,1.8,9.3,0.569999993,81.30000305,26.54000092,5.670000076,69.29000092,109
27.7,35.6,20.4,1011.7,54,2.7,7.4,0.560000002,72.55000305,35.56999969,9.729999542,58.31000137,42
26.9,36.1,17.6,1009.6,56,2.7,3.7,1.139999986,83.02999878,24.51000023,7.539999962,84.08000183,84
25,36.1,20,1008.4,60,1.9,13.3,0.99000001,101.5,31.92000008,8.260000229,87.05000305,97
23.4,30.1,18.9,1010.5,73,3.4,14.8,0.5,87.51999664,20.86000061,10.31000042,70.77999878,21
25.1,30.8,19,1010.4,70,2.1,3.7,0.629999995,55.09999847,40.79000092,10.13000011,51.13999939,47
26.4,32.5,20.3,1007.4,64,1.9,2.4,0.140000001,50.27999878,30.89999962,3.539999962,48.04000092,81
28.7,34.7,21,1004.7,53,1.9,9.4,1.580000043,98.87999725,16.48999977,20.54999924,83.56999969,52
24.4,34.7,19,1004.6,76,3.1,7,0.129999995,56.02000046,43.16999817,3.619999886,67.55999756,28
21,30.4,17,1005.5,81,2.3,1.5,0.389999986,72.79000092,33.15999985,5.630000114,79.23000336,23
25.1,31.4,17.4,1007.6,64,2.6,2.8,0.430000007,63.49000168,32.31000137,2.960000038,69.26000214,90
23.9,31.4,19.2,1010.2,69,1.9,9.8,0.50999999,111.8000031,25.93000031,6.710000038,72.91999817,49
25.2,32.2,18.2,1012,56,2.6,6.7,0.180000007,42.79999924,33.04999924,7.260000229,93.47000122,75
25.8,32.5,18.6,1010.3,58,2.7,9.1,0.340000004,63.11000061,47.52999878,2.319999933,50.25999832,53
27.1,34.7,18.3,1008.6,55,2.7,6.3,0.400000006,61.72000122,42.38999939,7.139999866,58.77000046,76
28.3,36.2,19.2,1008.5,50,2.7,8.1,0.720000029,76.30999756,30.29999924,12.57999992,54.13999939,69
24.3,36.2,20.2,1012.5,69,2.1,5.4,0.699999988,62.24000168,38.06000137,8.229999542,62.34000015,41
24.9,32.2,19,1013.7,74,2.3,7,0.519999981,71.68000031,27.48999977,8.529999733,66.58999634,54
26.4,32.5,20,1012.8,68,2.6,3,0.189999998,28.19000053,56.31999969,9.359999657,59.88999939,52
27.6,34.3,20.8,1013,65,3.1,5.9,0.349999994,70.43000031,13.89000034,19.96999931,58.31000137,51
25.2,34.3,21.2,1013.9,64,2.6,8.1,0.610000014,73.51000214,31.63999939,8.630000114,69.12000275,45
28,35.3,20,1007.1,54,2.7,8.3,1.049999952,92.62000275,21.73999977,8.010000229,89.36000061,56
30.2,38,21.8,1002.4,50,2.3,5.6,1.080000043,112.1999969,23.55999947,11.43999958,75.90000153,100
32,40.6,21.6,1003.9,45,2.7,4.3,0.230000004,46.81999969,59.08000183,7.679999828,62.93999863,94
32.8,40.6,26,1005.8,45,1.9,7.2,0.439999998,79.73000336,42.40000153,5.389999866,58.63999939,92
31.8,39.6,25.4,1005.6,35,1.9,11.1,0.419999987,50.34000015,52.81000137,10.01000023,64.12999725,80
30.8,38.6,21,1003.4,33,2.7,11.3,0.899999976,70.33000183,41.56999969,6.380000114,78.31999969,76
30.9,39.5,21.1,1004,38,2.7,8.1,1.25999999,103.6999969,37.18000031,9.779999733,101.5999985,56.875
31.1,39.5,22.7,1004.2,47,2.6,2.6,0.439999998,72.37999725,32.84000015,9.789999962,71.48000336,98
30.4,39.1,22.2,1005.9,51,1.9,13,0.389999986,38.38999939,54.59000015,10.65999985,49.77000046,71
28.8,37.1,22.8,1008,59,1.9,15.7,0.140000001,39.95000076,37.04999924,3.559999943,51.20000076,31
30.2,37.1,23.5,1006.7,59,1.9,17.6,1.379999995,92.65000153,25.55999947,20.55999947,74.23000336,47
31.1,37.1,24,1004.7,56,2.3,12.4,0.02,41.77000046,56.15000153,4.150000095,59.68000031,38
31.4,37.2,24.7,1005.1,54,2.6,9.1,0.419999987,58.63999939,46.34000015,5.5,80.33999634,41
32.7,39.4,25.2,1003.9,52,2.6,15,0.400000006,59.72999954,37.13999939,3.339999914,73.41000366,48
31.2,39.4,24.2,1005.8,52,2.7,5.4,0.400000006,68.97000122,36.81000137,6.460000038,76.30000305,48
30.2,37.6,23.6,1006.3,47,2.6,4.4,0.050000001,28.03000069,49.04000092,7.539999962,88.81999969,56
30.9,38.9,21.7,1006.7,44,2.7,3,0.270000011,58.41999817,59.90000153,2.670000076,55.36000061,103
30.8,39.5,22,1006.6,43,4.2,3.9,0.389999986,49.36999893,53.45000076,7.099999905,64.61000061,76
32.3,40.8,21.3,1004.1,34,2.6,7.6,0.519999981,64.26999664,44.15000153,13.02000046,46.56000137,136
34.2,42.7,24.5,1002,27,2.7,11.3,0.620000005,47.70000076,54.61000061,7.789999962,57.95999908,117.9166667
35.7,42.7,27.6,1003.4,21,1.9,14.4,0.439999998,61.75999832,36.79000092,8.920000076,65.54000092,76
34.1,42.7,27,1003.2,29,1.9,12.2,0.109999999,12.92000008,74.33000183,9.479999542,57,86
35.1,42.7,25.7,1001.6,35,2.3,8.3,0.230000004,47.33000183,34.43999863,18.95000076,45.5,77
35.1,42.6,26.2,1001.4,33,2.3,6.9,0.5,60.77999878,43.97999954,8.619999886,68.31999969,73
34.4,42.3,28.2,1003.5,40,1.9,10.4,0.970000029,92.19999695,26.20000076,8.479999542,83.83000183,74
33.1,39.8,26,1004.9,54,1.9,5.9,0.889999986,100.0999985,33.88999939,11.10000038,59.04000092,73
28.3,38.7,23.8,1006.5,65,2.4,7.8,0.25999999,37.22000122,75.12000275,8.130000114,57.59999847,48
29.9,35.9,22,1007.4,56,2.6,4.4,0.460000008,76.11000061,53.77000046,5.510000229,67,55
28.7,35.8,24.2,1006.5,58,1.9,7,0.409999996,40.79000092,67.77999878,10.71000004,53.49000168,67
30.1,37,22,1003.5,58,1.9,4.3,0.769999981,62.50999832,56.20999908,6.440000057,67.05000305,75
33.2,40.3,24.8,1001.1,47,2.7,8.3,0.839999974,93.12000275,47.93999863,9.659999847,86.05000305,63
35.6,42.4,28.1,1000,43,2.6,5.6,0.349999994,52,49.54999924,16.06999969,62.36000061,32.58333333
31.4,41.5,24.9,1002.2,50,1.8,14.8,0.439999998,32.06999969,66.25,11.56999969,50.86999893,18.875
33.2,41.5,22.4,1002,38,2.4,14.6,0.129999995,42.34999847,40.97000122,3.660000086,57.04999924,61
35.8,42.6,27,1000.4,30,2.6,11.3,1.039999962,82.44999695,36.86000061,20.26000023,71.91999817,68.91666667
36.3,43.6,27,998.2,26,2.7,12.4,0.050000001,31.43000031,72.68000031,5.179999828,44.66999817,42
37.3,44.5,29.3,996.2,29,2.7,12.8,0.289999992,45.13999939,64.06999969,5.369999886,63.11000061,43.125
36.2,44.5,27.5,997.3,36,2.3,5.2,0.389999986,53.79999924,45.31000137,3.529999971,67.04000092,60.75
37.8,45.5,28,996.7,29,2.6,10.9,0.219999999,45.77999878,65.93000031,6.159999847,58.93000031,77
35.3,45.5,24.4,999.2,33,2.3,17,0.01,20.37999916,62.06999969,8.460000038,58.99000168,63
33.8,45,24.8,1001.3,26,2.6,6.7,0.239999995,50.25,75.62000275,3.539999962,44.00999832,63
35.1,41.1,29,1000.3,37,1.9,8,0.25,29.84000015,75.98999786,6.630000114,45.5,139
35.1,42,27,1001.9,35,1.9,8,0.589999974,66.08000183,50.09000015,15.02000046,47.24000168,60.08333333
35.3,42.6,27.6,1001.8,36,1.9,9.6,0.660000026,35.81999969,70.88999939,7.760000229,49.31000137,81
35.3,40.6,28.9,1000.7,30,1.9,15.2,0.330000013,41.29999924,58.25,9.880000114,50.70000076,63.625
30.1,40.6,23.5,1002.2,47,1.9,14.3,0.140000001,8.760000229,84.16000366,9.800000191,50.72999954,25
31.6,39.9,22.2,1003.4,46,1.9,8.5,0.200000003,32.40000153,52.33000183,18.10000038,42.90000153,20
28.7,34.1,23.6,1004.3,59,1.9,6.7,0.430000007,50.95000076,57.90999985,9.180000305,58.93000031,40
31.8,38.6,23.7,1004.1,55,1.9,4.8,0.980000019,95.29000092,29.27000046,9.380000114,86.23999786,70
32.8,38.8,26,1003.5,47,1.9,5.9,0.800000012,97.15000153,42.13999939,10.98999977,52.40999985,108
33.3,38.8,25.8,1001.3,45,2.3,7.8,0.219999999,27.77000046,91.97000122,8.100000381,43.29000092,76
35.1,42.5,26,999.4,42,2.6,7.2,0.379999995,64.01999664,72.90000153,5.639999866,43.63000107,64
36.3,42.9,27.7,998.7,38,2.6,6.3,0.419999987,39.40000153,76.73999786,11.43999958,39.84000015,63
37.6,42.4,30,998.8,32,1.9,18.7,1.059999943,79.23999786,50.84000015,8.020000458,73.33000183,73
36.7,42.4,31.6,999.8,42,1.9,19.1,0.819999993,86.15000153,57.66999817,10.44999981,78.31999969,29
35.8,41.7,29.6,1000,43,2.6,18.3,0.319999993,41.88999939,64.43000031,11.75,64.04000092,56
35.9,41.6,29,998.5,43,2.7,12.8,0.310000002,27.98999977,81.65000153,12.17000008,44.18999863,30
31.9,41.6,28,998.8,52,2.3,9.4,0.150000006,34.54999924,50.56999969,3.710000038,44.18000031,31
27,39.7,20.5,1000.2,82,1.9,3.9,1.080000043,81.19999695,45.5,21.79000092,62.72000122,54
30.8,34.9,25.5,999.4,66,1.9,3.1,0.02,24.34000015,85.37999725,4.440000057,45.59000015,77
32.3,38.6,26,999.3,58,1.9,2.8,0.150000006,33.66999817,81.41000366,5.309999943,60.93000031,82
33.8,39.7,26.2,998.1,56,1.9,3.1,0.379999995,62.65999985,47.79000092,4.630000114,64.25,87
35.1,41.1,27.7,997.3,52,1.9,3,0.219999999,35.97000122,78.63999939,5.929999828,48.38000107,92
35.9,41.6,29,996.7,54,1.9,8.5,0.01,13.07999992,73.97000122,8.520000458,69.69999695,75
33,42.3,27.2,997.8,56,1.9,13,0.239999995,37.25999832,89.06999969,4.050000191,68.06999969,32
30.4,34.4,25.3,997,70,1.9,5.6,0.349999994,32.52999878,83.25,6.900000095,43.20000076,28
32.1,38.2,28.6,995.5,65,2.7,4.4,0.600000024,65.83999634,58.40000153,14.96000004,49.49000168,28.125
31.6,39.4,27.2,994.9,67,2.6,3.7,0.649999976,28.54999924,83.98000336,7.579999924,47.56999969,52
29.8,35.2,24.2,995.5,75,1.3,7.4,0.319999993,33.68999863,71.80000305,9.579999924,41.45999908,93
26.5,36.8,22.4,994.9,86,1.8,6.3,0.200000003,10.35000038,89.55999756,10.15999985,63.79999924,28
31.5,36.8,24,994.7,62,1.8,11.7,0.189999998,27.68000031,62.15000153,17.44000053,35.25999832,51
32.7,38,27,996.9,56,1.9,14.1,0.430000007,46.97000122,68.22000122,9.260000229,55.84999847,40
34.4,39,27,999.7,56,1.9,9.1,0.920000017,87.05000305,33.5,10.02000046,87.63999939,52
31.1,39,26.2,1004,64,1.9,11.7,0.790000021,92.30999756,43.68999863,11.05000019,65.08999634,30
31.1,36.2,27.7,1002.3,65,1.9,10,0.239999995,29.52000046,88.69999695,8.31000042,31.77000046,37
31.9,37.8,25,1001.8,61,1.9,4.3,0.389999986,59,73.95999908,5.949999809,50.90000153,37
33.8,38.9,27,1001.1,54,1.9,7,0.389999986,37.22000122,77.05000305,11.27999973,57.61999893,37
33.4,39.8,27.6,999.7,54,1.9,13,1.029999971,71.94000244,54.86999893,8.979999542,69.66999817,34
34.1,39.8,26.6,997.8,60,1.9,16.9,0.980000019,83.80000305,57.63999939,10.65999985,88.87999725,71
35.3,38.4,31.2,995.3,56,1.8,13.5,0.319999993,45.54000092,65.83999634,8.869999886,68.51000214,111
27.8,38.4,25.6,997.9,85,1.9,9.3,0.449999988,26.17000008,82.91999817,12.57999992,59.36999893,32
28.3,33.6,23.3,998.4,87,1.9,1.7,0.189999998,35.5,50.34000015,4.21999979,57.70999908,42
31.2,35.8,24.8,998.6,77,1.9,2.8,1.00999999,75.20999908,49.54000092,21.29000092,73.88999939,45
29.7,35.8,25.2,998.9,82,1.9,2.6,0.050000001,23.44000053,86.90000153,4.199999809,51.91999817,40
27,33.4,26,998.6,93,1.4,5,0.159999996,32.22999954,80.98000336,5.380000114,73.81999969,28
25.5,27.9,23,999.6,99,0.6,3.1,0.400000006,57,49.79000092,4.639999866,71.27999878,20
25.5,26.6,23,998.7,96,1.8,7.4,0.319999993,27.69000053,76.91000366,6.139999866,62.11000061,19
29.9,33.7,23.3,1000.6,78,2.6,4.8,0,12.93999958,72.38999939,8.109999657,75.91999817,26
31.1,35.6,26.4,998.5,73,1.9,10.9,0.219999999,34.47000122,87.93000031,3.940000057,97.58000183,30
33.4,37,27,994.1,61,1.9,17.2,0.319999993,31.61000061,84.73000336,7.139999866,49.97999954,10.20833333
30.9,37.5,27,997.3,80,1.9,4.4,0.479999989,60.24000168,58.08000183,14.07999992,45.86000061,25.08333333
29.6,34.8,27.2,997.9,83,1.9,4.1,0.660000026,21.64999962,86.15000153,7.170000076,56.09000015,47
30.1,34.7,26,997.7,76,1.9,0.7,0.289999992,30.36000061,76.16000366,8.960000038,51.99000168,43
29.1,34.7,24.4,999.2,82,1.9,4.8,0.200000003,7.5,88.40000153,10.27999973,62.09999847,19.41666667
31.5,35.7,25.7,999.9,74,1.9,8.1,0.159999996,29.59000015,64.41000366,18.19000053,43.75,8.416666667
32.3,36.7,27.5,1001,70,1.9,8,0.430000007,43.75,69.33000183,9.100000381,64.05999756,20
32.1,36.7,27.6,1001.7,72,1.9,8.7,1,91.33999634,33.56999969,9.850000381,80.12999725,19
32,36.5,27.8,1000.9,71,1.9,6.7,0.74000001,87.26999664,47.43000031,11.26000023,45.20999908,15.75
29.7,34.7,24.6,1000.2,74,2.7,11.3,0.230000004,28.65999985,91.26000214,8.229999542,80.36000061,4.833333333
29.5,34.7,24.5,1000.1,68,2.6,11.5,0.340000004,54.90000153,80.84999847,6.21999979,38.45999908,8.291666667
28.6,34.1,24.2,997.9,75,1.9,10.9,0.430000007,35.47000122,79.70999908,11.21000004,46.20999908,9
29,32,25.2,998.8,74,1.9,10,1.149999976,73.04000092,56.72000122,9.640000343,62.04000092,5.041666667
28.9,31.6,25,999.7,77,1.9,4.1,1.00999999,80.44000244,60.36999893,10.88000011,72.37000275,15.375
28.4,32.6,25.4,1002.7,77,1.9,0.9,0.289999992,44.36999893,68.37999725,9.699999809,60.70999908,19
29.8,33.9,25,1003.5,75,1.9,2.6,0.5,24.82999992,86.01999664,12.09000015,46.79000092,25
31.6,35.5,25.4,1001.9,63,1.9,5.4,0.140000001,29.21999931,55.75999832,4.409999847,40.38000107,22
31.2,36.8,26,999.6,73,1.9,1.9,1.070000052,79.58000183,49.04000092,21.80999947,60.77000046,27.125
29.9,36.8,26.5,998.5,82,1.9,3.7,0.109999999,25.37000084,85.58999634,4.389999866,29.76000023,42
29.8,35.1,25.5,998.2,83,1.8,3,0.239999995,34.20999908,83.08000183,5.739999771,71.34999847,35
29.4,34.4,26.4,999.9,86,1.8,2.2,0.409999996,56.79999924,49.97000122,4.130000114,62.88999939,31
28.8,34.4,25.3,1001.7,88,1.6,1.7,0.270000011,37.95999908,81.16999817,6.119999886,41.70999908,47
27.5,30.8,25,1000.2,92,1.3,3,0.02,13.44999981,73.79000092,7.949999809,52.45000076,33
28.4,34.6,26.4,1003,90,1.4,0.4,0.209999993,36.63000107,89.25,3.920000076,38.20000076,49.625
31.9,35.8,28,1001.8,75,1.9,0.4,0.280000001,29.11000061,87.36000061,7.610000134,37.77000046,39.04166667
30.9,35.8,28.6,1001.8,78,1.9,3.3,0.479999989,54.52000046,65.06999969,13.68999958,36.13000107,41
28.4,34.6,26.4,1002.4,87,1.8,2.4,0.720000029,26.45999908,84.22000122,7.550000191,41.56000137,31
30.7,35.2,26.5,1001.4,77,1.9,0.7,0.270000011,26.21999931,80.16000366,8.909999847,25.37999916,37
29.3,35.2,26.7,1002.3,77,1.9,4.8,0.230000004,6.829999924,90.44999695,10.39999962,60.86000061,34
31.6,35.6,25.8,1002.7,67,2.9,13,0.159999996,29.61000061,70.37999725,19.42000008,47.56999969,12.25
30.9,35.5,27.7,1001.5,66,1.9,14.6,0.449999988,43.75,71.72000122,9.359999657,51.43000031,14
29.5,34.5,27.6,1002,77,1.9,8.5,1.120000005,88.86000061,35.59000015,9.859999657,66.95999908,23
30.1,33.6,26.3,1000.8,72,1.9,5.7,0.769999981,85.66000366,53.20999908,10.85999966,45.61999893,26
30,35.2,25.1,1000.9,74,1.8,5.6,0.239999995,28.01000023,98.87000275,8.020000458,44.88999939,25
30.7,35.2,23.6,1001.9,71,2.6,7.2,0.310000002,49.97999954,87.48000336,5.960000038,46.45000076,24.20833333
32,35.6,27,1000.9,64,3.4,10,0.370000005,28.76000023,89.22000122,10.51000023,43.50999832,27
31.9,36.2,28,1001.1,68,2.6,4.8,1.210000038,68.81999969,62.43000031,9.289999962,59.27999878,29
32.4,36.9,28.1,1001.9,68,2.7,5.4,0.769999981,80.87999725,64.40000153,10.34000015,60.36999893,36
32.2,36.9,28.6,1002.5,69,1.9,2.2,0.280000001,37.06000137,78.76999664,22.89999962,60.41999817,57
32.3,37,27.5,1001.3,65,1.9,5.7,0.540000021,22.62999916,93.58000183,11.35999966,41.18000031,38
32.7,37,29.2,1001.3,63,1.9,9.3,0.159999996,26,59.31999969,4.449999809,46.29000092,28
32.2,36.8,28.4,1002,61,2.6,14.6,0.810000002,64.72000122,63.74000168,19.57999992,59.11000061,27
32.1,36.6,28,1000.8,56,1.9,15.4,0.090000004,21.70000076,93.05000305,3.890000105,42.72000122,44
31.9,36.6,27.5,1001.7,54,1.9,12.8,0.5,44.63000107,81.48999786,6.090000153,53.72000122,62
31.4,36.5,27.6,1005.5,56,1.9,11.7,0.449999988,57.20999908,53.20000076,3.930000067,57.11000061,60
31.9,37.1,26.9,1008,49,3.1,11.3,0.189999998,44.18000031,92.13999939,5.96999979,55.68999863,54
31,37.1,26.5,1007.1,54,2.6,7.6,0.029999999,13.64999962,78.47000122,7.769999981,54.04999924,43
32,36.6,25.5,1006.1,49,1.9,8.7,0.209999993,36.43999863,95.36000061,3.529999971,35.45000076,37
31.5,36.9,26.6,1005.7,53,1.9,9.4,0.310000002,29.18000031,92.52999878,7.539999962,43.75,34
31.9,36.9,26.8,1005.8,54,2.7,11.9,0.409999996,47.11999893,74.56999969,13.43999958,37.43000031,39
31,36.7,26.4,1005.7,54,2.6,10.2,0.800000012,25.48999977,90.81999969,7.880000114,39.61000061,38
31.5,37.6,25.5,1006.7,52,2.6,8.5,0.289999992,25.01000023,87.70999908,9.100000381,35.25999832,31.375
30.9,37.5,25.5,1006.3,55,2.7,6.1,0.270000011,5.809999943,94.80999756,10.5,45.68999863,16.58333333
32.3,37.8,25.7,1006.4,59,1.9,3.1,0.170000002,28.37000084,75.90000153,21.03000069,60.41999817,66
32.2,37.9,27.3,1005.8,61,1.9,1.3,0.449999988,41.74000168,78.12000275,9.729999542,48.84000015,69
31.8,37.9,26.8,1003.5,59,1.9,2.6,0.839999974,80.95999908,41.83000183,7.829999924,57.90999985,94.375
32.9,38,27.5,1003.3,62,1.9,0.4,0.639999986,81.81999969,59.5,10.31999969,41.95000076,85
32.4,38,28.3,1003.5,62,1.9,1.3,0.189999998,24.76000023,105.3000031,7.230000019,45.81000137,80
31.6,37.5,26.5,1004.5,65,1.9,1.1,0.280000001,40.79999924,95.90000153,5.670000076,57.52999878,93
31.2,36.5,27.2,1005.3,73,3.1,7.4,0.439999998,34.91999817,88.59999847,10.27000046,40.52000046,39.5
30.4,35.9,26,1003.6,78,1.6,2,0.879999995,64.76000214,70.47000122,8.140000343,57.61000061,51
29.1,34.8,27.2,1003.4,76,1.9,4.6,0.779999971,81.31999969,67.15000153,9.390000343,57.40999985,39
30.2,36.5,26.2,1002.3,70,1.9,5.7,0.319999993,47.04000092,74.65000153,10.86999989,55.97999954,23
30.1,35.8,26.5,1002.3,70,1.9,10.2,0.560000002,23.32999992,96.36000061,10.85999966,42.33000183,19
28.6,35.2,25.2,1006.5,68,1.9,13.7,0.209999993,35.77000046,55.81000137,5.059999943,46.74000168,11
28.3,33.7,24.6,1004.6,59,1.9,11.5,0.730000019,66.08999634,66.97000122,18.46999931,62.61000061,32
28.4,33.9,23.5,1003.8,55,2.6,8.5,0.02,17.57999992,99.20999908,3.440000057,42.15999985,43
29.4,35.1,23.7,1005.3,60,2.3,6.3,0.239999995,32.25999832,94.77999878,5.980000019,48.15999985,50
28.6,35.2,25,1007.2,64,2.3,3,0.439999998,58.00999832,54.41999817,4.159999847,53.72999954,55
28.3,35.2,23.8,1008.9,63,1.9,3.9,0.159999996,31.97999954,94.37999725,5.670000076,49.40999985,47
29.1,34.3,22.7,1010.6,59,2.6,9.4,0.02,11.47000027,83.31999969,7.570000172,48.95000076,51
28.9,35,22.5,1011.5,54,3.5,8.3,0.219999999,36.45000076,95.80000305,3.369999886,33.31000137,35
28.1,35.3,21.5,1011.8,56,2.6,5.6,0.280000001,26.14999962,98.43000031,7.320000172,37.43999863,57
29.1,37.2,22.4,1008,60,3.1,3,0.409999996,45.74000168,79.05000305,12.47999954,32.97000122,75
28.9,37.2,22,1009.5,65,2.3,1.5,0.74000001,25.40999985,95.88999939,8.069999695,35.61000061,88
28.4,36.8,22.8,1008.9,68,2.6,4.6,0.25,22.93000031,93.91999817,8.489999771,43.25,93
28.6,35.6,22.7,1009,72,1.9,6.5,0.270000011,5.039999962,98.09999847,10.55000019,44.08000183,112
28.5,35.4,23.2,1007.3,70,1.9,4.4,0.159999996,24.34000015,80.19999695,21.79000092,53.58000183,97
28.6,36,21.8,1004.3,65,1.9,6.1,0.389999986,39.75999832,82.27999878,8.75,46.93000031,80
28.6,36.9,20.2,1005,60,2.6,6.7,0.670000017,89.66000366,39.06000137,8.119999886,61.02999878,69
28.6,36.9,21.2,1008.5,56,3.2,6.9,0.600000024,88.18000031,56.88999939,10.39000034,39.02999878,55
29.3,36.8,21.5,1010.1,61,2.6,3.1,0.219999999,29.84000015,101.3000031,7.150000095,28.45000076,62
29.6,35.5,25,1011,69,1.9,3.7,0.280000001,37.83000183,95.37999725,5.590000153,33.59000015,81
28.2,34.9,22.9,1012.7,70,1.9,3.9,0.389999986,31.43000031,91.44999695,9.720000267,35.04000092,65
27.6,34.9,21.5,1013.6,71,1.8,0.4,0.769999981,67.19000244,69.62999725,7.730000019,49.66999817,84
28.1,35.3,21.8,1013.6,69,1.9,0.9,0.610000014,77.91999817,69.12000275,8.949999809,56.83000183,115
